,L/C Price,Sub Type,St#,St Name,City,Br/Ba,YrBuilt,Age,house_price,City Name,Address,Lat,Lng
143,"$1,400,000 ",SFR/D,328,25th PL  ,MANH,"1/1,0,0,0",1927/ASR,91,"1,400,000 ",Manhattan Beach ,328 25th PL   Manhattan Beach ,33.8941341,-118.4138704
144,"$5,575,000 ",SFR/D,425,2nd ST  ,MANH,"5/4,0,2,0",2018/BLD,0,"5,575,000 ",Manhattan Beach ,425 2nd ST   Manhattan Beach ,33.8795109,-118.404866
145,"$1,200,000 ",SFR/D,30423,Via Cambron   ,RPV,"4/3,0,0,0",1961/ASR,57,"1,200,000 ",Rancho Palos Verdes ,30423 Via Cambron    Rancho Palos Verdes ,33.75743,-118.4119061
146,"$535,000 ",CONDO/A,541 W,23rd ST   #1,SP,"3/3,0,0,0",1992/EST,26,"535,000 ",San Pedro ,541 W 23rd ST   #1 San Pedro ,33.7230778,-118.2889771
147,"$420,000 ",SFR/D,1020 W,Q ST  ,WILM,"3/2,0,0,0",1956/ASR,62,"420,000 ",Wilmington ,1020 W Q ST   Wilmington ,33.7940638,-118.2758904
148,"$289,000 ",SFR/D,25509,Marvin Gardens WAY  ,MUR,"3/2,0,1,0",1988/ASR,30,"289,000 ",Murrieta ,25509 Marvin Gardens WAY   Murrieta ,33.5633121,-117.1746359
149,"$396,000 ",SFR/D,30455,Deer Meadow RD  ,TEM,"4/2,0,1,0",1988/ASR,30,"396,000 ",Temecula ,30455 Deer Meadow RD   Temecula ,33.5373598,-117.1277851
150,"$444,000 ",SFR,28869,Topsfield CT  ,TEM,"4/2,1,0,0",2005/ASR,13,"444,000 ",Temecula ,28869 Topsfield CT   Temecula ,33.5317461,-117.1563692
151,"$460,000 ",SFR/D,33270,Fox RD  ,TEM,"3/2,0,1,0",1999/ASR,19,"460,000 ",Temecula ,33270 Fox RD   Temecula ,33.4961304,-117.0803966
152,"$640,000 ",SFR/D,45516,Calle Los Mochis   ,TEM,"4/2,0,1,0",1998/ASR,20,"640,000 ",Temecula ,45516 Calle Los Mochis    Temecula ,33.4660991,-117.0893143
153,"$757,000 ",SFR/D,44319,Reidel ST  ,TEM,"4/3,0,1,0",2011/ASR,7,"757,000 ",Temecula ,44319 Reidel ST   Temecula ,33.4823459,-117.0574156
154,"$505,000 ",SFR/D,36358,Mimosa Tree RD  ,WINC,"5/3,0,1,0",2006/ASR,12,"505,000 ",Winchester ,36358 Mimosa Tree RD   Winchester ,33.59347,-117.0886478
155,"$189,000 ",MANL/D,25218 E,Posey DR  ,HMT,"2/2,0,0,0",1987/ASR,31,"189,000 ",Hemet ,25218 E Posey DR   Hemet ,33.7554222,-116.8985107
156,"$427,000 ",SFR/D,28236,Spring Creek Way   ,RMLD,"4/3,0,0,0",2016/ASR,2,"427,000 ",Romoland ,28236 Spring Creek Way    Romoland ,33.710667,-117.136872
157,"$161,500 ",MANL/D,22615,Via Santana   ,NUEV,"3/2,0,0,0",1978/ASR,40,"161,500 ",Nuevo/Lakeview ,22615 Via Santana    Nuevo/Lakeview ,33.7924066,-117.1573113
158,"$450,000 ",SFR/D,29288,Grand Slam   ,LKEL,"4/3,0,1,0",2014/ASR,4,"450,000 ",Lake Elsinore ,29288 Grand Slam    Lake Elsinore ,33.6459451,-117.3003424
159,"$610,000 ",SFR/D,13852,Almond Grove CT  ,EVAL,"5/4,0,1,0",2005/ASR,13,"610,000 ",,13852 Almond Grove CT   ,33.947015,-117.585653
160,"$261,500 ",SFR/D,4415,Michael ST  ,RVSD,"3/1,0,0,0",1952/ASR,66,"261,500 ",Riverside (City) ,4415 Michael ST   Riverside (City) ,33.96970659999999,-117.356575
161,"$375,000 ",SFR/D,3595,Cheryl WAY  ,RVSD,"3/1,0,1,0",1951/ASR,67,"375,000 ",Riverside (City) ,3595 Cheryl WAY   Riverside (City) ,33.9516011,-117.3919732
162,"$181,000 ",SFR/D,466,Martin ST  ,BANN,"2/2,0,0,0",1934/ASR,84,"181,000 ",Banning ,466 Martin ST   Banning ,33.929549,-116.873438
163,"$375,000 ",SFR/D,1550,Williamson   ,BMT,"2/2,0,0,0",2017/ASR,1,"375,000 ",Beaumont ,1550 Williamson    Beaumont ,33.9294606,-116.977248
164,"$267,000 ",SFR/D,18691,San Bernardino AVE  ,BLM,"3/1,0,0,0",1951/ASR,67,"267,000 ",Bloomington ,18691 San Bernardino AVE   Bloomington ,34.0774819,-117.3968307
165,"$160,000 ",SFR/D,626 W,41st ST  ,SB,"2/1,0,0,0",1946/PUB,72,"160,000 ",San Bernardino (City) ,626 W 41st ST   San Bernardino (City) ,34.1685746,-117.2967845
166,"$185,000 ",CONDO/A,1265,Kendall DR   #114,SB,"2/2,0,0,0",1988/ASR,30,"185,000 ",San Bernardino (City) ,1265 Kendall DR   #114 San Bernardino (City) ,34.1660855,-117.3103211
167,"$210,000 ",SFR/D,5343,Elm AVE  ,SB,"3/1,0,1,0",1956/ASR,62,"210,000 ",San Bernardino (City) ,5343 Elm AVE   San Bernardino (City) ,34.1568622,-117.2449914
168,"$245,000 ",SFR/D,2055,Western AVE  ,SB,"3/2,0,0,0",1966/ASR,52,"245,000 ",San Bernardino (City) ,2055 Western AVE   San Bernardino (City) ,34.1338114,-117.3178722
169,"$325,000 ",SFR/A,1617,Congress   ,SB,"4/2,0,0,0",2018/BLD,0,"325,000 ",San Bernardino (City) ,1617 Congress    San Bernardino (City) ,34.0990386,-117.3207953
170,"$339,500 ",SFR/D,235 W,55th ST  ,SB,"3/2,0,1,0",1981/ASR,37,"339,500 ",San Bernardino (City) ,235 W 55th ST   San Bernardino (City) ,34.1788129,-117.2886679
171,"$270,000 ",SFR/D,1381,Blackfoot   ,RIMF,"3/1,0,1,0",1978/ASR,40,"270,000 ",,1381 Blackfoot    ,34.2285394,-117.2260665
172,"$333,333 ",SFR/D,476,Annandale DR  ,LKAR,"2/2,0,0,0",1963/ASR,55,"333,333 ",Lake Arrowhead ,476 Annandale DR   Lake Arrowhead ,34.258376,-117.22412
173,"$290,000 ",SFR/D,999,Cherry ST  ,BB,"3/2,0,0,0",1948/ASR,70,"290,000 ",Big Bear ,999 Cherry ST   Big Bear ,34.2343499,-116.9133709
174,"$265,000 ",SFR,78757,Moonstone LN  ,PDST,"2/2,0,0,0",2002/ASR,16,"265,000 ",Palm Desert ,78757 Moonstone LN   Palm Desert ,33.7875089,-116.2859421
175,"$294,500 ",SFR,78154,Bovee CIR  ,PDST,"3/3,0,0,0",2000/ASR,18,"294,500 ",Palm Desert ,78154 Bovee CIR   Palm Desert ,33.7833491,-116.2979362
176,"$376,631 ",SFR,78568,Sunrise Canyon AVE  ,PDST,"2/2,0,0,0",2000/ASR,18,"376,631 ",Palm Desert ,78568 Sunrise Canyon AVE   Palm Desert ,33.7864392,-116.290094
177,"$377,000 ",CONDO,48684,Legacy DR  ,LQ,"3/3,0,0,0",2005/ASR,13,"377,000 ",La Quinta ,48684 Legacy DR   La Quinta ,33.694345,-116.309306
178,"$440,000 ",SFR,53255,Eisenhower DR  ,LQ,"3/2,0,1,0",2017/BLD,1,"440,000 ",La Quinta ,53255 Eisenhower DR   La Quinta ,33.6614557,-116.30836
179,"$690,000 ",SFR,56648,Palms DR  ,LQ,"3/3,0,1,0",2001/ASR,17,"690,000 ",La Quinta ,56648 Palms DR   La Quinta ,33.6376816,-116.2415126
180,"$247,500 ",CONDO,70100,MIRAGE COVE DR   #9,RM,"2/1,1,0,0",1982,36,"247,500 ",Rancho Mirage ,70100 MIRAGE COVE DR   #9 Rancho Mirage ,33.7658509,-116.4428327
181,"$625,000 ",SFR/D,8,QUEENS CT  ,RM,"5/4,0,1,0",2002,16,"625,000 ",Rancho Mirage ,8 QUEENS CT   Rancho Mirage ,33.7896092,-116.4076653
182,"$820,000 ",SFR,8,Birkdale CIR  ,RM,"3/1,2,1,0",2000/ASR,18,"820,000 ",Rancho Mirage ,8 Birkdale CIR   Rancho Mirage ,33.7972614,-116.421118
183,"$498,322 ",CONDO,1101,Retreat CIR  ,PDST,"2/2,0,1,0",0/BLD,2018,"498,322 ",Palm Desert ,1101 Retreat CIR   Palm Desert ,33.7222445,-116.3744556
184,"$913,779 ",CONDO,1104,Retreat CIR  ,PDST,"3/3,0,0,0",0/BLD,2018,"913,779 ",Palm Desert ,1104 Retreat CIR   Palm Desert ,33.7222445,-116.3744556
185,"$539,000 ",CONDO,130 W,RACQUET CLUB RD   #510,PSPR,"2/2,0,0,0",1979,39,"539,000 ",Palm Springs ,130 W RACQUET CLUB RD   #510 Palm Springs ,33.8538873,-116.5460778
186,"$875,000 ",SFR/D,3010 N,Puerta Del Sol   ,PSPR,"4/1,2,0,1",2018,0,"875,000 ",Palm Springs ,3010 N Puerta Del Sol    Palm Springs ,33.857502,-116.547586
187,"$155,000 ",CONDO,401 S,EL CIELO RD   #200,PSPR,"1/1,0,0,0",1987,31,"155,000 ",Palm Springs ,401 S EL CIELO RD   #200 Palm Springs ,33.8189686,-116.5118049
188,"$950,000 ",SFR/D,1030,Paz DR  ,PSPR,"2/2,0,0,1",2014,4,"950,000 ",Palm Springs ,1030 Paz DR   Palm Springs ,33.8283947,-116.5357964
189,"$120,000 ",SFR,32739,Sky Blue Water   ,CC,"2/1,0,0,0",1947/ASR,71,"120,000 ",Cathedral City ,32739 Sky Blue Water    Cathedral City ,33.8105175,-116.4703544
190,"$850,000 ",SFR/A,1420 S,3rd ST  ,ALH,"2/1,0,0,0",1923/ASR,95,"850,000 ",Alhambra ,1420 S 3rd ST   Alhambra ,34.0775275,-118.1252621
191,"$192,000 ",CONDO/A,3040,Vineland AVE   #2,BDPK,"2/1,0,0,0",1963/ASR,55,"192,000 ",Baldwin Park ,3040 Vineland AVE   #2 Baldwin Park ,34.0699448,-117.9699686
192,"$717,000 ",SFR/D,3215 W,Wyoming AVE  ,BBK,"2/1,0,0,0",1942/PUB,76,"717,000 ",Burbank ,3215 W Wyoming AVE   Burbank ,34.1793653,-118.3466742
193,"$975,000 ",SFR/D,1817 N,Evergreen ST  ,BBK,"3/4,0,0,0",1939/ASR,79,"975,000 ",Burbank ,1817 N Evergreen ST   Burbank ,34.18193730000001,-118.3558511
194,"$1,165,000 ",SFR/D,1056 E,Orange Grove AVE  ,BBK,"3/2,0,0,0",1951/ASR,67,"1,165,000 ",Burbank ,1056 E Orange Grove AVE   Burbank ,34.1922954,-118.2980877
195,"$550,000 ",SFR/A,744 N,Glendora AVE  ,CVN,"3/0,2,0,0",1921/ASR,97,"550,000 ",Covina ,744 N Glendora AVE   Covina ,34.0936184,-117.8634918
196,"$480,000 ",SFR/D,4701,Gambier ST  ,ESER,"2/1,0,0,0",1940/ASR,78,"480,000 ",El Sereno ,4701 Gambier ST   El Sereno ,34.0811358,-118.1822737
197,"$855,000 ",SFR/D,1240,Thompson AVE  ,GD,"3/2,0,0,0",1925/ASR,93,"855,000 ",Glendale ,1240 Thompson AVE   Glendale ,34.1758158,-118.2877316
198,"$595,000 ",TWNHS,720 N,ISABEL ST   #3,GD,"2/2,0,1,0",1980,38,"595,000 ",Glendale ,720 N ISABEL ST   #3 Glendale ,34.1571695,-118.2487897
199,"$800,000 ",SFR/D,16452,Monte Cristo DR  ,HH,"5/3,0,0,0",1969/ASR,49,"800,000 ",Hacienda Heights ,16452 Monte Cristo DR   Hacienda Heights ,33.9797717,-117.9567291
200,"$390,000 ",SFR/D,953,Gretta AVE  ,LPUE,"3/2,0,0,0",1955/ASR,63,"390,000 ",La Puente ,953 Gretta AVE   La Puente ,34.0352234,-117.9230923
201,"$620,000 ",SFR/D,15971,Maplegrove ST  ,LPUE,"5/3,0,0,0",1955/ASR,63,"620,000 ",La Puente ,15971 Maplegrove ST   La Puente ,34.0449508,-117.9348316
202,"$3,070,000 ",SFR/D,823,Greenridge DR  ,LCF,"5/5,0,1,0",1992/ASR,26,"3,070,000 ",La Canada Flintridge ,823 Greenridge DR   La Canada Flintridge ,34.2201582,-118.1887631
203,"$506,000 ",SFR/A,717,GRAVES   ,MP,"2/1,0,0,0",1952/ASR,66,"506,000 ",Monterey Park ,717 GRAVES    Monterey Park ,34.055634,-118.1115596
204,"$638,000 ",CONDO,125 S,Hurlbut ST   #202,PAS,"1/1,0,0,0",,2018,"638,000 ",Pasadena ,125 S Hurlbut ST   #202 Pasadena ,34.1302633,-118.1531366
205,"$2,800,000 ",SFR/D,1190,Hillside RD  ,PAS,"3/0,4,1,0",1954/ASR,64,"2,800,000 ",Pasadena ,1190 Hillside RD   Pasadena ,34.1254393,-118.1591015
206,"$2,100,000 ",CONDO/A,920,Granite DR   #509,PAS,"3/1,2,0,0",2009/ASR,9,"2,100,000 ",Pasadena ,920 Granite DR   #509 Pasadena ,34.1371999,-118.1310262
207,"$430,000 ",SFR/D,5313,Manzanar AVE  ,PR,"3/1,0,1,0",1952/ASR,66,"430,000 ",Pico Rivera ,5313 Manzanar AVE   Pico Rivera ,33.9971201,-118.0865486
208,"$539,950 ",SFR/D,1044,La Presa AVE  ,RSMD,"4/2,0,0,0",1976/ASR,42,"539,950 ",Rosemead ,1044 La Presa AVE   Rosemead ,34.0418745,-118.0788595
209,"$615,000 ",SFR/D,1429 S,Delta ST  ,SGAB,"2/1,0,0,0",1940/ASR,78,"615,000 ",San Gabriel ,1429 S Delta ST   San Gabriel ,34.0819778,-118.0865943
210,"$1,288,000 ",SFR/D,217 W,Montecito AVE  ,SMAD,"4/3,0,0,0",1946/ASR,72,"1,288,000 ",Sierra Madre ,217 W Montecito AVE   Sierra Madre ,34.1633788,-118.0573278
211,"$800,000 ",SFR/A,6951,Estepa DR  ,TUJ,"3/2,0,0,0",1961/ASR,57,"800,000 ",Tujunga ,6951 Estepa DR   Tujunga ,34.2412032,-118.2835867
212,"$410,000 ",SFR/D,8520,Vicki DR  ,WH,"3/2,0,0,0",1955/PUB,63,"410,000 ",Whittier ,8520 Vicki DR   Whittier ,33.9652261,-118.0775402
213,"$415,000 ",SFR/D,8307,Thornlake AVE  ,WH,"3/2,0,0,0",1950/ASR,68,"415,000 ",Whittier ,8307 Thornlake AVE   Whittier ,33.9678766,-118.0702235
214,"$1,150,000 ",SFR/A,1910,Liberty CT  ,LA,"3/2,0,1,0",,2018,"1,150,000 ",Los Angeles (City) ,1910 Liberty CT   Los Angeles (City) ,34.0800351,-118.260631
215,"$1,250,000 ",SFR/D,1511,Lake Shore AVE  ,LA,"3/2,0,1,0",,2018,"1,250,000 ",Los Angeles (City) ,1511 Lake Shore AVE   Los Angeles (City) ,34.0816909,-118.2586463
216,"$1,300,000 ",SFR/D,2108,BRANDEN ST  ,LA,"3/1,0,0,0",1907,111,"1,300,000 ",Los Angeles (City) ,2108 BRANDEN ST   Los Angeles (City) ,34.0870555,-118.2581213
217,"$1,550,000 ",SFR/D,1847,WESTERLY TER  ,LA,"2/2,0,0,0",1932,86,"1,550,000 ",Los Angeles (City) ,1847 WESTERLY TER   Los Angeles (City) ,34.0923372,-118.2678968
218,"$455,000 ",SFR/D,4971,Granada ST  ,MCLR,"3/2,0,0,0",1961/ASR,57,"455,000 ",Montclair ,4971 Granada ST   Montclair ,34.0730606,-117.6968094
219,"$350,000 ",SFR/A,615 W,Rosewood CT  ,ONT,"2/1,0,0,0",1951/ASR,67,"350,000 ",Ontario ,615 W Rosewood CT   Ontario ,34.0767452,-117.6589082
220,"$410,000 ",SFR/A,806 E,Skylark ST  ,ONT,"3/2,0,0,0",1977/ASR,41,"410,000 ",Ontario ,806 E Skylark ST   Ontario ,34.0309124,-117.63874
221,"$592,000 ",SFR/D,6751,Pilgrims CT  ,RCUC,"4/2,0,0,0",1988/ASR,30,"592,000 ",Rancho Cucamonga ,6751 Pilgrims CT   Rancho Cucamonga ,34.1317086,-117.6040824
222,"$600,000 ",TWNHS,4832,Matteo ST  ,OKP,"3/2,0,1,0",1990/APP,28,"600,000 ",,4832 Matteo ST   ,34.175726,-118.785208
223,"$2,000,000 ",SFR/D,4015,HUNT CLUB CT  ,AGO,"5/6,0,0,0",1990,28,"2,000,000 ",Agoura ,4015 HUNT CLUB CT   Agoura ,34.1314243,-118.7580156
224,"$659,990 ",SFR/D,1507,Elderberry CT  ,ARRG,"3/2,0,1,0",2017/BLD,1,"659,990 ",,1507 Elderberry CT   ,35.1195425,-120.6069615
225,"$850,000 ",SFR/D,313 E,Ormonde RD  ,ARRG,"3/2,0,0,0",1993/PUB,25,"850,000 ",,313 E Ormonde RD   ,35.1626172,-120.589478
226,"$1,665,000 ",SFR/D,176,Bell Canyon RD  ,BC,"5/5,0,1,0",2008/ASR,10,"1,665,000 ",Bell Canyon ,176 Bell Canyon RD   Bell Canyon ,34.2024892,-118.6900282
227,"$272,000 ",CONDO/A,28185,Robin AVE  ,SAU,"2/1,0,0,0",1975/ASR,43,"272,000 ",Saugus ,28185 Robin AVE   Saugus ,34.4524985,-118.4971805
228,"$510,000 ",SFR/D,3551,Sabina ST  ,LA,"2/1,0,0,0",1920/PUB,98,"510,000 ",Los Angeles (City) ,3551 Sabina ST   Los Angeles (City) ,34.0282835,-118.1954809
229,"$255,000 ",SFR/D,29749,Navarone CT  ,BSTW,"3/2,0,1,0",1986/APP,32,"255,000 ",Barstow ,29749 Navarone CT   Barstow ,34.924166,-117.013897
230,"$1,850,000 ",CONDO,9249,BURTON WAY   #501,BEVH,"2/3,0,0,0",1988,30,"1,850,000 ",Beverly Hills ,9249 BURTON WAY   #501 Beverly Hills ,34.07263090000001,-118.3944393
231,"$5,200,000 ",SFR/D,1550,BLUE JAY WAY  ,LA,"3/3,0,0,0",1969,49,"5,200,000 ",Los Angeles (City) ,1550 BLUE JAY WAY   Los Angeles (City) ,34.1008617,-118.3864372
232,"$845,000 ",CONDO,10650,KINNARD AVE   #212,LA,"2/2,0,0,0",1987,31,"845,000 ",Los Angeles (City) ,10650 KINNARD AVE   #212 Los Angeles (City) ,34.0555372,-118.4328096
233,"$900,000 ",CONDO/A,1509,Greenfield AVE   #204,LA,"2/2,0,0,0",1973/ASR,45,"900,000 ",Los Angeles (City) ,1509 Greenfield AVE   #204 Los Angeles (City) ,34.0514815,-118.4441019
234,"$3,800,000 ",SFR/A,3234,WOODBINE ST  ,LA,"5/5,0,2,0",2018/BLD,0,"3,800,000 ",Los Angeles (City) ,3234 WOODBINE ST   Los Angeles (City) ,34.0334684,-118.4040559
235,"$2,195,000 ",SFR/D,9875,VIDOR DR  ,LA,"5/3,0,1,0",1955,63,"2,195,000 ",Los Angeles (City) ,9875 VIDOR DR   Los Angeles (City) ,34.0539944,-118.4052882
236,"$1,050,000 ",SFR/D,2857,Boa Vista DR  ,CM,"4/3,0,0,0",1964/APP,54,"1,050,000 ",Costa Mesa ,2857 Boa Vista DR   Costa Mesa ,33.6760383,-117.9388818
237,"$1,630,000 ",TWNHS,1345,HAVENHURST DR   #16,WHO,"2/2,0,1,0",2017,1,"1,630,000 ",West Hollywood ,1345 HAVENHURST DR   #16 West Hollywood ,34.0956385,-118.3679721
238,"$1,696,800 ",SFR/D,917 N,Laurel AVE  ,LA,"3/1,0,0,0",1923/ASR,95,"1,696,800 ",Los Angeles (City) ,917 N Laurel AVE   Los Angeles (City) ,34.0876865,-118.3651645
239,"$3,900,000 ",SFR/D,554,WESTMINSTER AVE  ,VEN,"2/3,0,0,0",1938/ASR,80,"3,900,000 ",Venice ,554 WESTMINSTER AVE   Venice ,33.9934584,-118.4679879
240,"$1,345,000 ",CONDO,13650,MARINA POINTE DR   #604,MR,"2/3,0,0,0",2006,12,"1,345,000 ",Marina Del Rey ,13650 MARINA POINTE DR   #604 Marina Del Rey ,33.9845907,-118.4448015
241,"$2,005,000 ",SFR/D,3312,COOLIDGE AVE  ,LA,"4/3,0,0,0",1948,70,"2,005,000 ",Los Angeles (City) ,3312 COOLIDGE AVE   Los Angeles (City) ,34.019369,-118.4317126
242,"$4,600,000 ",SFR/D,1040,PRINCETON ST  ,SM,"5/6,0,0,0",2018,0,"4,600,000 ",,1040 PRINCETON ST   ,34.0385158,-118.478983
243,"$3,375,000 ",SFR/D,1407,CHAUTAUQUA   ,PACPAL,"4/3,0,0,0",1941,77,"3,375,000 ",,1407 CHAUTAUQUA    ,34.0544245,-118.5218159
244,"$3,895,000 ",SFR/D,901,FISKE ST  ,PACPAL,"5/5,0,0,0",2018,0,"3,895,000 ",,901 FISKE ST   ,34.0455075,-118.5219983
245,"$3,950,000 ",SFR/D,935,GALLOWAY ST  ,PACPAL,"5/5,0,1,0",1936,82,"3,950,000 ",,935 GALLOWAY ST   ,34.0465422,-118.521223
246,"$390,000 ",SFR/A,4929 S,Wilton PL  ,LA,"3/1,0,0,0",1911/OTH,107,"390,000 ",Los Angeles (City) ,4929 S Wilton PL   Los Angeles (City) ,33.9981145,-118.315259
247,"$615,000 ",SFR/A,3929,Montclair ST  ,LA,"2/1,0,0,0",1912/ASR,106,"615,000 ",Los Angeles (City) ,3929 Montclair ST   Los Angeles (City) ,34.0302387,-118.3291427
248,"$1,740,000 ",SFR/D,2000,WELLINGTON RD  ,LA,"6/6,0,0,0",1912/ASR,106,"1,740,000 ",Los Angeles (City) ,2000 WELLINGTON RD   Los Angeles (City) ,34.0379217,-118.3345289
249,"$725,000 ",CONDO,321 S,SAN VICENTE    #606,LA,"2/2,0,0,0",1976,42,"725,000 ",Los Angeles (City) ,321 S SAN VICENTE    #606 Los Angeles (City) ,34.0731095,-118.3780577
250,"$905,000 ",SFR/A,5532,BARTON AVE  ,LA,"2/1,0,0,0",1919,99,"905,000 ",Los Angeles (City) ,5532 BARTON AVE   Los Angeles (City) ,34.0873777,-118.3125647
251,"$625,000 ",CONDO,5003,STONEY CREEK RD   #446,CULV,"2/2,0,0,0",1973,45,"625,000 ",Culver City ,5003 STONEY CREEK RD   #446 Culver City ,34.00560890000001,-118.3897058
252,"$1,480,000 ",SFR/D,4227,Jackson AVE  ,CULV,"2/1,0,0,0",1928/ASR,90,"1,480,000 ",Culver City ,4227 Jackson AVE   Culver City ,34.0138658,-118.3940144
253,"$1,480,000 ",SFR/D,4221,BALDWIN AVE  ,CULV,"3/2,0,0,0",1938,80,"1,480,000 ",Culver City ,4221 BALDWIN AVE   Culver City ,34.0148947,-118.393421
254,"$830,000 ",SFR/D,8332,READING AVE  ,LA,"3/1,0,0,0",1947,71,"830,000 ",Los Angeles (City) ,8332 READING AVE   Los Angeles (City) ,33.9624655,-118.3817812
255,"$1,100,000 ",SFR/D,7800,BOEING AVE  ,LA,"4/3,0,0,0",1948,70,"1,100,000 ",Los Angeles (City) ,7800 BOEING AVE   Los Angeles (City) ,33.9685394,-118.3885369
256,"$379,000 ",SFR/D,1049 W,61ST ST  ,LA,"2/1,0,0,0",1922,96,"379,000 ",Los Angeles (City) ,1049 W 61ST ST   Los Angeles (City) ,33.9843664,-118.2932234
257,"$1,095,000 ",CONDO,13031,VILLOSA PL   #441,PLV,"2/2,0,1,0",2006,12,"1,095,000 ",,13031 VILLOSA PL   #441 ,33.9745098,-118.4243258
258,"$1,465,000 ",CONDO,1111 S,GRAND AVE   #PH3,LA,"2/2,0,1,0",2005/ASR,13,"1,465,000 ",Los Angeles (City) ,1111 S GRAND AVE   #PH3 Los Angeles (City) ,34.041505,-118.2625752
259,"$488,000 ",SFR/D,10346,Vassar AVE  ,CHT,"3/2,0,0,0",1953/ASR,65,"488,000 ",Chatsworth ,10346 Vassar AVE   Chatsworth ,34.2586723,-118.6045762
260,"$580,000 ",SFR/D,19861,Citronia ST  ,CHT,"3/1,1,0,0",1958/ASR,60,"580,000 ",Chatsworth ,19861 Citronia ST   Chatsworth ,34.2455288,-118.5666439
261,"$3,850,000 ",SFR/D,11449,Iverson RD  ,CHT,"5/6,0,0,0",2003/ASR,15,"3,850,000 ",Chatsworth ,11449 Iverson RD   Chatsworth ,34.2795042,-118.6167701
262,"$699,000 ",SFR/D,28501,Rock Canyon DR  ,SAU,"2/2,0,0,0",1999/ASR,19,"699,000 ",Saugus ,28501 Rock Canyon DR   Saugus ,34.4632908,-118.5136972
263,"$2,275,000 ",DPLX/D,512,Begonia AVE  ,CDM,"2/2,0,0,0",1954/ASR,64,"2,275,000 ",Corona Del Mar ,512 Begonia AVE   Corona Del Mar ,33.6024324,-117.8760971
264,"$513,000 ",CONDO/A,9559,Firestone BLVD   #C,DOW,"3/2,0,0,0",2018/BLD,0,"513,000 ",Downey ,9559 Firestone BLVD   #C Downey ,33.9301303,-118.1122012
265,"$750,000 ",SFR/D,9819,Birchdale AVE  ,DOW,"3/2,0,0,0",1951/ASR,67,"750,000 ",Downey ,9819 Birchdale AVE   Downey ,33.9514691,-118.1175321
266,"$165,000 ",SFR,7860,Elk   ,YCCV,"2/1,0,1,0",1958/ASR,60,"165,000 ",Yucca Valley ,7860 Elk    Yucca Valley ,34.1090037,-116.4471666
267,"$125,000 ",SFR/D,59430,Ira AVE  ,LNDR,"1/1,0,0,0",1961/ASR,57,"125,000 ",Landers ,59430 Ira AVE   Landers ,34.283468,-116.366282
268,"$70,000 ",SFR/D,72256,Sunnyvale DR  ,29P,"3/1,0,1,0",1959/ASR,59,"70,000 ",29 Palms ,72256 Sunnyvale DR   29 Palms ,34.1449527,-116.0860618
269,"$415,000 ",SFR/D,31830,Marcasite LN  ,CAST,"3/2,0,0,0",1985/ASR,33,"415,000 ",Castaic ,31830 Marcasite LN   Castaic ,34.4985184,-118.6167018
270,"$772,500 ",CONDO/A,5015,Balboa BLVD   #410,ENC,"2/2,0,0,0",2018/BLD,0,"772,500 ",Encino ,5015 Balboa BLVD   #410 Encino ,34.1622343,-118.5014728
271,"$4,762,500 ",SFR/D,15941,SKYTOP RD  ,ENC,"4/5,0,0,0",1962,56,"4,762,500 ",Encino ,15941 SKYTOP RD   Encino ,34.14188,-118.4805799
272,"$7,000,000 ",SFR/D,4527,HASKELL AVE  ,ENC,"9/10,0,0,0",2018,0,"7,000,000 ",Encino ,4527 HASKELL AVE   Encino ,34.1533312,-118.4745577
273,"$1,315,000 ",SFR/D,287,La Costa AVE  ,ENCS,"3/2,0,0,0",1978/ASR,40,"1,315,000 ",Encinitas ,287 La Costa AVE   Encinitas ,33.0834427,-117.3045563
274,"$2,939,625 ",SFR/D,451 N,ORANGE DR  ,LA,"6/4,0,0,0",1927,91,"2,939,625 ",Los Angeles (City) ,451 N ORANGE DR   Los Angeles (City) ,34.0798431,-118.3421997
275,"$365,000 ",SFR/D,12382,Topa Hill CIR  ,LAK,"2/1,0,0,0",1959/OTH,59,"365,000 ",Lakeside ,12382 Topa Hill CIR   Lakeside ,32.8524529,-116.9235609
276,"$533,000 ",CONDO/A,12,Osterville ST  ,LD,"2/2,0,1,0",2004/ASR,14,"533,000 ",,12 Osterville ST   ,33.5522612,-117.6449398
277,"$895,000 ",SFR/D,4,Olive ST  ,LD,"4/3,0,0,0",2001/EST,17,"895,000 ",,4 Olive ST   ,33.544232,-117.636375
278,"$935,000 ",SFR/D,25322,Spindlewood   ,LN,"3/2,0,0,0",1983/EST,35,"935,000 ",Laguna Niguel ,25322 Spindlewood    Laguna Niguel ,33.5312531,-117.6877358
279,"$875,000 ",SFR/D,24152,Cherry Hills PL  ,LN,"3/2,0,1,0",1980/EST,38,"875,000 ",Laguna Niguel ,24152 Cherry Hills PL   Laguna Niguel ,33.5167731,-117.7082195
280,"$650,000 ",SFR/D,24092,BROOKFIELD CIR  ,LF,"5/2,0,0,0",1969/ASR,49,"650,000 ",Lake Forest ,24092 BROOKFIELD CIR   Lake Forest ,33.6230528,-117.7097087
281,"$2,150,000 ",SFR/D,2684,Nido WAY  ,LB,"3/2,1,0,0",1975/ASR,43,"2,150,000 ",Laguna Beach ,2684 Nido WAY   Laguna Beach ,33.524426,-117.761667
